transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method
T078352,U04247,2025-04-15,Telefonia,Oi,Oi,71.82,1.13,0.0,0.0,Cartão de Crédito
T078353,U02050,2025-06-05,Farmácia,Drogasil,da Costa Ltda.,105.16,1.31,2.65,199.0,Cartão de Crédito
T078354,U04076,2025-05-11,Supermercado,Pão de Açúcar,Melo,327.8,5.84,4.37,493.0,Boleto
T078355,U03254,2025-05-26,Telefonia,Vivo,Vivo,59.42,1.0,0.0,0.0,Boleto
T078356,U00611,2025-05-09,Restaurantes,iFood,Garcia,118.82,0.95,0.0,0.0,Cartão de Crédito
T078357,U04223,2025-06-03,Streaming,Amazon Prime,Amazon Prime,40.07,0.68,0.0,0.0,Pix
T078358,U03184,2025-04-16,Telefonia,TIM,TIM,38.06,0.47,0.0,0.0,Boleto
T078359,U01464,2025-05-29,Eletrônicos,Magazine Luiza,Marques Azevedo - ME,1143.07,21.64,0.0,0.0,Cartão de Débito
T078360,U04019,2025-05-23,Streaming,HBO Max,HBO Max,26.27,0.2,0.0,0.0,Cartão de Crédito
T078361,U03347,2025-06-14,Roupas,C&A,Sousa,54.25,0.46,0.0,0.0,Boleto
T078362,U01005,2025-05-26,Eletrônicos,Casas Bahia,Leão e Filhos,1198.17,18.28,0.0,0.0,Pix
T078363,U03197,2025-04-12,Streaming,Amazon Prime,Amazon Prime,43.57,0.59,1.3599999999999999,79.0,Pix
T078364,U01625,2025-06-25,Eletrônicos,Americanas,Câmara,694.09,8.55,0.0,0.0,Cartão de Crédito
T078365,U02768,2025-04-29,Telefonia,Vivo,Vivo,62.02,0.89,2.66,117.0,Boleto
T078366,U01615,2025-05-30,Streaming,HBO Max,HBO Max,36.51,0.66,0.57,18.0,Pix
T078367,U01478,2025-06-01,Eletrônicos,Casas Bahia,Guerra Novais S/A,732.3,5.25,0.0,0.0,Cartão de Débito
T078368,U03880,2025-05-15,Telefonia,Oi,Oi,54.44,0.44,0.0,0.0,Pix
T078369,U02133,2025-05-22,Roupas,Zara,Nunes,204.49,1.48,0.0,0.0,Cartão de Crédito
T078370,U01732,2025-05-03,Farmácia,Drogasil,Leão da Cunha S/A,51.51,0.71,0.0,0.0,Cartão de Débito
T078371,U02861,2025-05-07,Roupas,C&A,Aparecida Pimenta Ltda.,18.8,0.18,0.0,0.0,Boleto
T078372,U00496,2025-06-06,Serviços Públicos,Água,Água,103.19,1.6800000000000002,0.0,0.0,Cartão de Crédito
T078373,U04040,2025-06-12,Roupas,Renner,Viana - EI,33.91,0.32,0.0,0.0,Pix
T078374,U03890,2025-04-02,Telefonia,Vivo,Vivo,49.84,0.37,0.0,0.0,Cartão de Débito
T078375,U00281,2025-05-20,Supermercado,Extra,Silveira Correia S/A,197.84,1.33,0.0,0.0,Cartão de Crédito
T078376,U03311,2025-04-08,Supermercado,Carrefour,Santos - ME,214.54,3.93,0.0,0.0,Boleto
T078377,U04577,2025-06-11,Telefonia,Vivo,Vivo,66.39,0.45,0.0,0.0,Cartão de Crédito
T078378,U00838,2025-04-28,Farmácia,Pague Menos,Moura,103.28,1.48,0.0,0.0,Cartão de Débito
T078379,U04491,2025-05-27,Farmácia,Pague Menos,Sampaio Ltda.,154.71,1.9100000000000001,0.0,0.0,Cartão de Crédito
T078380,U04211,2025-04-20,Eletrônicos,Casas Bahia,Teixeira - EI,533.97,4.18,9.78,440.0,Cartão de Crédito
T078381,U00378,2025-04-28,Streaming,Disney+,Disney+,28.79,0.38,1.04,20.0,Boleto
T078382,U02078,2025-06-25,Serviços Públicos,Água,Água,89.44,0.57,0.0,0.0,Cartão de Débito
T078383,U02879,2025-04-27,Eletrônicos,Americanas,Silveira - EI,898.04,11.68,0.0,0.0,Boleto
T078384,U02296,2025-04-15,Serviços Públicos,Água,Água,135.99,1.09,1.95,245.0,Cartão de Débito
T078385,U04336,2025-06-26,Restaurantes,Rappi,Moreira Câmara Ltda.,30.67,0.4,0.94,32.0,Pix
T078386,U02973,2025-04-18,Supermercado,Extra,Cardoso,129.43,1.49,6.37,122.0,Cartão de Crédito
T078387,U01327,2025-05-09,Serviços Públicos,Água,Água,65.52,1.02,2.43,66.0,Pix
T078388,U03142,2025-06-02,Serviços Públicos,Luz,Luz,97.07,0.98,1.47,50.0,Pix
T078389,U01635,2025-06-06,Telefonia,Claro,Claro,55.27,0.79,0.0,0.0,Boleto
T078390,U02208,2025-03-30,Serviços Públicos,Gás,Gás,179.31,1.17,0.0,0.0,Boleto
T078391,U04201,2025-04-11,Roupas,Renner,Casa Grande Sampaio - ME,71.3,1.26,0.0,0.0,Cartão de Crédito
T078392,U01371,2025-05-09,Streaming,Netflix,Netflix,26.48,0.45,0.47,49.0,Pix
T078393,U01842,2025-06-22,Farmácia,Panvel,Garcia,5.12,0.06,0.0,0.0,Cartão de Crédito
T078394,U01219,2025-05-02,Eletrônicos,Americanas,Campos Cardoso - ME,77.25,0.55,3.7,103.0,Boleto
T078395,U00010,2025-06-13,Restaurantes,iFood,Cirino,24.73,0.48,0.82,49.0,Cartão de Crédito
T078396,U00452,2025-06-02,Restaurantes,Rappi,Cassiano da Cruz e Filhos,5.0,0.04,0.0,0.0,Pix
T078397,U00850,2025-06-11,Serviços Públicos,Água,Água,157.17,1.58,7.37,184.0,Cartão de Crédito
T078398,U03997,2025-04-14,Restaurantes,Outback,Peixoto,168.83,1.18,0.0,0.0,Cartão de Crédito
T078399,U03551,2025-04-04,Telefonia,TIM,TIM,37.57,0.49,1.38,50.0,Cartão de Débito
T078400,U03546,2025-04-07,Restaurantes,Rappi,Porto,48.2,0.6,0.0,0.0,Cartão de Débito
T078401,U02106,2025-06-10,Farmácia,Drogasil,Leão,43.06,0.74,0.0,0.0,Cartão de Crédito
T078402,U03199,2025-05-14,Serviços Públicos,Luz,Luz,75.51,0.83,0.0,0.0,Pix
T078403,U02362,2025-04-12,Supermercado,Pão de Açúcar,Carvalho,265.38,3.45,0.0,0.0,Cartão de Crédito
T078404,U01620,2025-05-08,Serviços Públicos,Gás,Gás,107.97,1.88,0.0,0.0,Boleto
T078405,U02731,2025-06-17,Roupas,C&A,Barbosa e Filhos,139.32,1.97,6.48,166.0,Boleto
T078406,U00161,2025-04-30,Eletrônicos,Casas Bahia,Alves,1416.41,13.98,0.0,0.0,Cartão de Débito
T078407,U04027,2025-05-02,Farmácia,Pague Menos,Carvalho,60.77,0.32,1.65,68.0,Boleto
T078408,U01323,2025-04-07,Restaurantes,iFood,Cassiano Aparecida Ltda.,129.23,1.03,2.83,171.0,Cartão de Crédito
T078409,U02179,2025-05-27,Supermercado,Carrefour,Carvalho e Filhos,347.75,6.39,0.0,0.0,Boleto
T078410,U00215,2025-06-10,Serviços Públicos,Gás,Gás,35.23,0.28,0.57,23.0,Boleto
T078411,U01821,2025-05-20,Serviços Públicos,Água,Água,98.96,1.13,0.0,0.0,Cartão de Débito
T078412,U04040,2025-05-05,Roupas,C&A,Ramos,170.24,2.66,0.0,0.0,Boleto
T078413,U01841,2025-05-20,Streaming,Amazon Prime,Amazon Prime,39.87,0.24,0.91,75.0,Cartão de Débito
T078414,U04214,2025-05-22,Streaming,Disney+,Disney+,34.62,0.67,1.24,29.0,Pix
T078415,U02594,2025-03-29,Supermercado,Extra,Monteiro,186.98,3.45,6.91,321.0,Boleto
T078416,U00746,2025-05-01,Serviços Públicos,Luz,Luz,84.22,0.43,2.03,54.0,Boleto
T078417,U00857,2025-03-30,Serviços Públicos,Água,Água,110.98,1.87,0.0,0.0,Cartão de Crédito
T078418,U01564,2025-06-26,Telefonia,Claro,Claro,74.45,0.61,2.09,76.0,Cartão de Crédito
T078419,U03585,2025-06-05,Telefonia,Claro,Claro,48.81,0.3,2.43,60.0,Cartão de Crédito
T078420,U01281,2025-06-16,Telefonia,Oi,Oi,64.22,1.25,0.0,0.0,Cartão de Crédito
T078421,U04338,2025-05-18,Roupas,Renner,Castro S.A.,181.47,0.93,8.86,224.0,Pix
T078422,U04285,2025-05-02,Roupas,C&A,Castro - ME,154.25,2.7800000000000002,0.0,0.0,Boleto
T078423,U03832,2025-05-21,Roupas,Zara,das Neves Sales S/A,174.87,1.49,0.0,0.0,Cartão de Débito
T078424,U04637,2025-03-30,Farmácia,Pague Menos,Cassiano,90.38,0.92,0.0,0.0,Cartão de Crédito
T078425,U04472,2025-04-17,Farmácia,Panvel,Gomes Machado - EI,87.9,0.94,0.0,0.0,Cartão de Débito
T078426,U04506,2025-04-05,Streaming,Disney+,Disney+,45.17,0.63,0.0,0.0,Pix
T078427,U03963,2025-05-26,Streaming,Netflix,Netflix,32.83,0.39,0.0,0.0,Boleto
T078428,U04204,2025-04-18,Eletrônicos,Americanas,Alves,645.57,7.11,0.0,0.0,Cartão de Crédito
T078429,U01150,2025-04-30,Roupas,Zara,Gomes e Filhos,145.56,0.8,0.0,0.0,Cartão de Débito
T078430,U02921,2025-05-15,Restaurantes,McDonald’s,das Neves,103.09,2.03,0.0,0.0,Cartão de Débito
T078431,U00377,2025-06-07,Serviços Públicos,Água,Água,127.99,2.0,0.0,0.0,Cartão de Débito
T078432,U03713,2025-04-20,Restaurantes,iFood,Sousa Machado Ltda.,45.68,0.87,0.0,0.0,Cartão de Crédito
T078433,U03301,2025-04-16,Roupas,Renner,Melo,170.47,2.45,0.0,0.0,Cartão de Débito
T078434,U03456,2025-04-07,Roupas,Renner,da Conceição,96.18,1.37,0.0,0.0,Cartão de Crédito
T078435,U04728,2025-05-20,Telefonia,Oi,Oi,37.97,0.5,0.0,0.0,Cartão de Crédito
T078436,U03227,2025-06-06,Farmácia,Drogasil,Rezende,91.52,1.31,0.0,0.0,Cartão de Crédito
T078437,U03896,2025-05-05,Streaming,Disney+,Disney+,36.06,0.34,0.0,0.0,Pix
T078438,U04039,2025-05-20,Streaming,HBO Max,HBO Max,38.99,0.77,0.0,0.0,Cartão de Crédito
T078439,U01420,2025-04-06,Streaming,Disney+,Disney+,26.19,0.27,0.4,34.0,Pix
T078440,U03046,2025-06-26,Serviços Públicos,Gás,Gás,78.25,0.49,1.76,69.0,Cartão de Débito
T078441,U03164,2025-05-01,Serviços Públicos,Luz,Luz,72.82,0.37,3.43,73.0,Cartão de Crédito
T078442,U00727,2025-06-11,Restaurantes,iFood,Aparecida,65.22,0.52,0.0,0.0,Cartão de Crédito
T078443,U00805,2025-06-18,Supermercado,Carrefour,Aragão S/A,185.02,2.14,0.0,0.0,Cartão de Crédito
T078444,U02437,2025-04-20,Serviços Públicos,Gás,Gás,122.37,2.37,0.0,0.0,Boleto
T078445,U00286,2025-05-05,Roupas,Renner,Garcia,191.95,3.02,6.79,369.0,Cartão de Débito
T078446,U00427,2025-04-02,Serviços Públicos,Luz,Luz,71.26,0.8,1.62,69.0,Cartão de Débito
T078447,U00342,2025-05-10,Streaming,HBO Max,HBO Max,42.86,0.72,2.03,31.0,Pix
T078448,U01514,2025-04-06,Serviços Públicos,Gás,Gás,143.31,2.02,0.0,0.0,Cartão de Débito
T078449,U02261,2025-05-28,Farmácia,Drogasil,Ribeiro,117.57,1.45,2.03,151.0,Cartão de Crédito
T078450,U00591,2025-05-31,Telefonia,Claro,Claro,49.18,0.8,0.0,0.0,Cartão de Débito
T078451,U03713,2025-05-07,Telefonia,Claro,Claro,70.42,1.18,0.0,0.0,Cartão de Débito
T078452,U04023,2025-06-14,Streaming,Disney+,Disney+,37.88,0.3,0.0,0.0,Cartão de Débito
T078453,U01391,2025-06-22,Telefonia,Vivo,Vivo,57.27,0.91,2.57,44.0,Pix
T078454,U02042,2025-05-06,Farmácia,Drogasil,Martins S/A,124.87,1.38,0.0,0.0,Cartão de Débito
T078455,U02085,2025-04-12,Telefonia,Oi,Oi,73.64,0.99,0.0,0.0,Cartão de Débito
T078456,U03605,2025-06-21,Streaming,HBO Max,HBO Max,48.22,0.9,1.81,49.0,Cartão de Crédito
T078457,U01007,2025-06-05,Telefonia,Vivo,Vivo,45.42,0.77,0.0,0.0,Cartão de Crédito
T078458,U03567,2025-06-13,Farmácia,Panvel,Abreu Lima Ltda.,104.88,0.98,0.0,0.0,Boleto
T078459,U00005,2025-06-03,Streaming,Disney+,Disney+,34.83,0.54,0.0,0.0,Boleto
T078460,U04708,2025-05-28,Restaurantes,Outback,Sampaio S/A,127.67,1.19,4.05,208.0,Pix
T078461,U01623,2025-04-21,Restaurantes,McDonald’s,Costa,122.24,1.31,0.0,0.0,Cartão de Crédito
T078462,U01955,2025-05-16,Serviços Públicos,Gás,Gás,118.67,1.42,0.0,0.0,Pix
T078463,U03842,2025-06-25,Streaming,Amazon Prime,Amazon Prime,23.56,0.28,0.0,0.0,Pix
T078464,U00433,2025-06-18,Restaurantes,Rappi,Novaes,86.24,1.05,0.0,0.0,Pix
T078465,U04331,2025-05-15,Eletrônicos,Casas Bahia,Sá e Filhos,886.79,4.7,24.91,1051.0,Cartão de Crédito
T078466,U02625,2025-04-18,Serviços Públicos,Gás,Gás,143.97,0.75,4.44,278.0,Boleto
T078467,U03672,2025-05-27,Telefonia,Claro,Claro,34.36,0.44,0.0,0.0,Cartão de Crédito
T078468,U03775,2025-06-05,Restaurantes,Outback,Machado - ME,38.8,0.64,1.3900000000000001,71.0,Boleto
T078469,U02314,2025-05-29,Telefonia,Oi,Oi,54.27,0.28,0.0,0.0,Boleto
T078470,U02667,2025-06-14,Roupas,Renner,Pinto,132.12,1.04,3.71,166.0,Boleto
T078471,U02174,2025-06-19,Eletrônicos,Casas Bahia,Machado,810.97,4.57,8.98,904.0,Boleto
T078472,U03860,2025-06-06,Serviços Públicos,Luz,Luz,113.32,1.41,0.0,0.0,Cartão de Débito
T078473,U02750,2025-06-17,Roupas,C&A,Pacheco e Filhos,136.52,2.06,2.1,110.0,Pix
T078474,U02448,2025-04-29,Eletrônicos,Americanas,Fernandes,693.47,4.49,33.5,670.0,Cartão de Crédito
T078475,U00301,2025-05-04,Streaming,Amazon Prime,Amazon Prime,36.47,0.2,0.0,0.0,Pix
T078476,U02084,2025-04-20,Telefonia,Vivo,Vivo,50.68,0.39,0.69,49.0,Pix
T078477,U02234,2025-06-03,Serviços Públicos,Gás,Gás,109.81,1.7,0.0,0.0,Cartão de Débito
T078478,U02027,2025-05-11,Roupas,C&A,Nunes e Filhos,199.99,1.25,3.23,147.0,Cartão de Crédito
T078479,U02450,2025-05-13,Serviços Públicos,Água,Água,84.54,1.18,0.0,0.0,Pix
T078480,U01599,2025-06-22,Serviços Públicos,Água,Água,157.59,2.08,0.0,0.0,Cartão de Crédito
T078481,U02539,2025-03-29,Restaurantes,iFood,Rios,96.03,0.72,4.38,170.0,Cartão de Crédito
T078482,U03479,2025-03-31,Roupas,Renner,Lima,259.56,2.16,0.0,0.0,Pix
T078483,U00107,2025-04-17,Farmácia,Drogasil,Moura Garcia Ltda.,96.67,1.1,1.2,104.0,Boleto
T078484,U00131,2025-06-19,Streaming,Netflix,Netflix,32.0,0.49,0.0,0.0,Cartão de Débito
T078485,U03328,2025-04-04,Streaming,HBO Max,HBO Max,35.14,0.3,0.0,0.0,Cartão de Débito
T078486,U02200,2025-06-09,Restaurantes,McDonald’s,Azevedo,60.96,0.99,3.02,94.0,Boleto
T078487,U03343,2025-04-12,Telefonia,Vivo,Vivo,78.55,0.42,3.06,46.0,Cartão de Débito
T078488,U01818,2025-05-04,Streaming,HBO Max,HBO Max,21.51,0.42,0.72,40.0,Cartão de Crédito
T078489,U02287,2025-06-26,Roupas,Renner,Peixoto S/A,308.19,2.1,0.0,0.0,Cartão de Crédito
T078490,U00784,2025-04-30,Streaming,Netflix,Netflix,34.86,0.6,0.0,0.0,Pix
T078491,U02666,2025-05-22,Eletrônicos,Casas Bahia,Ferreira,978.7,12.9,0.0,0.0,Cartão de Débito
T078492,U02224,2025-04-01,Eletrônicos,Casas Bahia,Melo da Mata e Filhos,401.03,7.42,0.0,0.0,Boleto
T078493,U00866,2025-05-28,Supermercado,Extra,Silva Jesus Ltda.,177.06,1.98,5.37,251.0,Cartão de Crédito
T078494,U00140,2025-04-26,Streaming,Amazon Prime,Amazon Prime,37.9,0.33,0.93,59.0,Cartão de Débito
T078495,U03203,2025-06-01,Streaming,Netflix,Netflix,40.51,0.21,1.92,73.0,Cartão de Crédito
T078496,U04079,2025-05-17,Streaming,Netflix,Netflix,50.45,0.26,0.0,0.0,Pix
T078497,U02937,2025-04-21,Streaming,Netflix,Netflix,28.59,0.42,1.27,18.0,Boleto
T078498,U01637,2025-05-18,Eletrônicos,Magazine Luiza,Machado,683.28,13.59,25.63,768.0,Cartão de Débito
T078499,U03197,2025-05-23,Serviços Públicos,Água,Água,123.05,0.92,0.0,0.0,Boleto
T078500,U03592,2025-04-10,Serviços Públicos,Luz,Luz,90.08,1.63,1.5699999999999998,121.0,Boleto
T078501,U01076,2025-05-16,Restaurantes,McDonald’s,da Mota,197.33,1.07,0.0,0.0,Boleto
T078502,U01069,2025-04-14,Streaming,HBO Max,HBO Max,28.6,0.4,0.0,0.0,Pix
T078503,U03570,2025-05-06,Eletrônicos,Americanas,Novaes Pires S.A.,293.41,3.01,0.0,0.0,Pix
T078504,U02125,2025-04-13,Eletrônicos,Magazine Luiza,Pastor,446.37,8.74,0.0,0.0,Pix
T078505,U03258,2025-06-23,Eletrônicos,Magazine Luiza,Nogueira Aparecida e Filhos,395.6,5.76,0.0,0.0,Cartão de Crédito
T078506,U02772,2025-04-14,Serviços Públicos,Gás,Gás,104.26,1.56,2.23,83.0,Cartão de Débito
T078507,U03743,2025-05-24,Supermercado,Extra,Carvalho,247.88,3.25,0.0,0.0,Boleto
T078508,U02142,2025-05-29,Restaurantes,iFood,da Mata - EI,160.08,2.22,2.04,271.0,Pix
T078509,U02232,2025-05-20,Serviços Públicos,Água,Água,130.99,1.81,0.0,0.0,Cartão de Débito
T078510,U04120,2025-06-20,Telefonia,Oi,Oi,43.12,0.65,0.0,0.0,Cartão de Crédito
T078511,U00346,2025-04-04,Roupas,Zara,Moura,179.74,3.27,0.0,0.0,Cartão de Débito
T078512,U02185,2025-05-09,Streaming,Amazon Prime,Amazon Prime,34.49,0.64,0.0,0.0,Pix
T078513,U00460,2025-05-04,Telefonia,Claro,Claro,51.46,0.94,0.0,0.0,Cartão de Crédito
T078514,U00798,2025-05-28,Telefonia,Vivo,Vivo,59.2,0.72,2.93,100.0,Cartão de Débito
T078515,U03944,2025-04-27,Restaurantes,McDonald’s,Pimenta Ltda.,85.48,1.05,0.0,0.0,Cartão de Crédito
T078516,U04454,2025-04-08,Telefonia,Claro,Claro,69.9,1.3900000000000001,0.0,0.0,Pix
T078517,U02870,2025-06-17,Supermercado,Extra,Garcia da Mata e Filhos,296.58,5.78,7.22,345.0,Pix
T078518,U00153,2025-03-29,Serviços Públicos,Luz,Luz,102.99,1.75,1.04,70.0,Cartão de Crédito
T078519,U03421,2025-05-19,Restaurantes,iFood,Lopes Novais S/A,185.05,3.2,0.0,0.0,Pix
T078520,U01974,2025-05-25,Roupas,Renner,Ramos,243.13,2.44,3.21,391.0,Cartão de Crédito
T078521,U01808,2025-04-04,Farmácia,Drogasil,Campos da Mata Ltda.,202.09,3.41,6.39,166.0,Pix
T078522,U01188,2025-06-12,Telefonia,Vivo,Vivo,69.78,0.53,0.0,0.0,Cartão de Crédito
T078523,U00290,2025-04-17,Restaurantes,McDonald’s,Gonçalves S.A.,118.51,1.85,0.0,0.0,Cartão de Débito
T078524,U00356,2025-04-05,Supermercado,Carrefour,da Rosa,218.14,2.3,10.74,429.0,Pix
T078525,U02932,2025-05-21,Streaming,Netflix,Netflix,31.88,0.52,0.53,21.0,Pix
T078526,U02127,2025-06-11,Farmácia,Panvel,Duarte Novaes S.A.,27.51,0.24,0.0,0.0,Pix
T078527,U02704,2025-05-19,Roupas,Zara,Alves,111.15,1.06,0.0,0.0,Cartão de Crédito
T078528,U02555,2025-04-29,Eletrônicos,Americanas,Casa Grande,568.39,3.46,0.0,0.0,Boleto
T078529,U04179,2025-05-01,Streaming,HBO Max,HBO Max,41.92,0.33,0.0,0.0,Pix
T078530,U00671,2025-05-19,Streaming,Netflix,Netflix,32.13,0.36,1.03,59.0,Cartão de Débito
T078531,U01256,2025-04-30,Streaming,Amazon Prime,Amazon Prime,37.21,0.35,0.48,32.0,Pix
T078532,U02367,2025-05-17,Telefonia,Vivo,Vivo,37.97,0.52,0.0,0.0,Cartão de Crédito
T078533,U02867,2025-05-21,Streaming,Amazon Prime,Amazon Prime,36.1,0.48,0.0,0.0,Cartão de Crédito
T078534,U03442,2025-06-05,Eletrônicos,Americanas,Melo Sousa e Filhos,630.42,6.9399999999999995,0.0,0.0,Cartão de Débito
T078535,U02375,2025-05-30,Roupas,C&A,Martins,223.55,3.82,0.0,0.0,Pix
T078536,U02384,2025-05-06,Serviços Públicos,Gás,Gás,127.01,2.07,0.0,0.0,Cartão de Crédito
T078537,U04119,2025-06-17,Eletrônicos,Americanas,Novaes e Filhos,672.27,4.62,0.0,0.0,Boleto
T078538,U02184,2025-05-23,Supermercado,Carrefour,Silva - ME,205.83,1.72,0.0,0.0,Boleto
T078539,U00703,2025-04-06,Roupas,Zara,Santos S.A.,87.65,0.94,4.17,126.0,Boleto
T078540,U04360,2025-06-17,Telefonia,Claro,Claro,75.77,0.81,1.53,141.0,Pix
T078541,U02764,2025-06-10,Eletrônicos,Magazine Luiza,da Rocha Campos - EI,730.09,11.82,0.0,0.0,Cartão de Débito
T078542,U04387,2025-06-05,Supermercado,Carrefour,Marques,305.14,4.55,0.0,0.0,Cartão de Crédito
T078543,U00791,2025-04-05,Serviços Públicos,Luz,Luz,64.5,1.04,0.0,0.0,Boleto
T078544,U03307,2025-04-27,Serviços Públicos,Luz,Luz,123.99,1.95,0.0,0.0,Boleto
T078545,U01850,2025-05-02,Streaming,Amazon Prime,Amazon Prime,34.34,0.27,0.37,31.0,Cartão de Débito
T078546,U02309,2025-05-28,Eletrônicos,Casas Bahia,Silveira - EI,204.97,2.76,0.0,0.0,Cartão de Débito
T078547,U03717,2025-06-25,Streaming,Amazon Prime,Amazon Prime,33.42,0.17,1.56,43.0,Cartão de Crédito
T078548,U04285,2025-04-24,Eletrônicos,Magazine Luiza,da Cruz,1281.41,15.6,0.0,0.0,Cartão de Débito
T078549,U04612,2025-04-13,Roupas,Renner,Ribeiro,196.9,2.13,0.0,0.0,Cartão de Débito
T078550,U00408,2025-06-11,Eletrônicos,Americanas,Novais,551.81,6.9399999999999995,0.0,0.0,Cartão de Débito
T078551,U00405,2025-04-12,Restaurantes,Rappi,Viana Abreu - ME,140.56,2.66,3.04,97.0,Pix
T078552,U02372,2025-04-29,Serviços Públicos,Luz,Luz,140.59,1.73,2.4699999999999998,138.0,Boleto
T078553,U02560,2025-04-22,Serviços Públicos,Luz,Luz,138.24,0.92,5.92,123.0,Pix
T078554,U04646,2025-06-21,Streaming,HBO Max,HBO Max,34.62,0.52,0.0,0.0,Cartão de Débito
T078555,U03263,2025-05-29,Roupas,Zara,Nascimento - ME,76.35,0.78,1.6800000000000002,121.0,Cartão de Crédito
T078556,U04213,2025-05-26,Serviços Públicos,Luz,Luz,116.4,1.37,0.0,0.0,Boleto
T078557,U01442,2025-06-03,Roupas,Renner,Garcia,13.14,0.16,0.25,11.0,Cartão de Crédito
T078558,U02441,2025-05-30,Restaurantes,McDonald’s,Casa Grande,95.08,1.24,0.0,0.0,Pix
T078559,U00225,2025-06-01,Serviços Públicos,Água,Água,144.39,2.16,3.19,255.0,Boleto
T078560,U04431,2025-05-01,Telefonia,Oi,Oi,55.77,1.03,0.0,0.0,Cartão de Débito
T078561,U04291,2025-04-10,Eletrônicos,Americanas,Almeida,609.03,4.34,11.29,589.0,Boleto
T078562,U04181,2025-06-02,Telefonia,Oi,Oi,60.39,0.73,2.04,62.0,Cartão de Crédito
T078563,U03113,2025-04-13,Farmácia,Drogasil,Pinto S/A,124.57,0.9,0.0,0.0,Boleto
T078564,U01231,2025-06-11,Eletrônicos,Americanas,Brito Vasconcelos Ltda.,742.92,7.31,0.0,0.0,Boleto
T078565,U03831,2025-05-28,Telefonia,Oi,Oi,45.63,0.78,0.0,0.0,Cartão de Débito
T078566,U02666,2025-04-26,Roupas,C&A,Aragão Ltda.,155.21,1.0,0.0,0.0,Boleto
T078567,U04259,2025-06-05,Restaurantes,McDonald’s,Moraes,76.38,1.19,0.0,0.0,Boleto
T078568,U00776,2025-06-17,Telefonia,TIM,TIM,63.81,0.58,0.0,0.0,Cartão de Crédito
T078569,U04192,2025-05-29,Restaurantes,McDonald’s,Jesus,56.29,1.04,1.8,65.0,Cartão de Crédito
T078570,U00167,2025-06-10,Supermercado,Extra,Cassiano,164.36,1.69,0.0,0.0,Cartão de Débito
T078571,U02163,2025-04-29,Streaming,Disney+,Disney+,37.08,0.63,1.53,33.0,Cartão de Débito
T078572,U02710,2025-06-02,Serviços Públicos,Gás,Gás,119.52,1.8199999999999998,0.0,0.0,Boleto
T078573,U01605,2025-05-03,Serviços Públicos,Água,Água,171.24,2.18,0.0,0.0,Pix
T078574,U01736,2025-04-04,Streaming,HBO Max,HBO Max,38.75,0.62,0.0,0.0,Pix
T078575,U02921,2025-06-05,Telefonia,Vivo,Vivo,68.02,0.69,2.36,39.0,Pix
T078576,U04713,2025-04-23,Roupas,C&A,Almeida Rocha S/A,106.47,0.93,0.0,0.0,Cartão de Débito
T078577,U02201,2025-05-27,Streaming,HBO Max,HBO Max,35.78,0.46,0.0,0.0,Pix
T078578,U01496,2025-05-24,Eletrônicos,Casas Bahia,Freitas Ferreira - EI,389.37,7.73,0.0,0.0,Pix
T078579,U02361,2025-05-20,Telefonia,TIM,TIM,71.49,0.85,1.53,110.0,Pix
T078580,U03533,2025-05-29,Supermercado,Extra,Rodrigues - ME,262.36,2.03,0.0,0.0,Cartão de Crédito
T078581,U00124,2025-04-26,Streaming,HBO Max,HBO Max,32.7,0.5,0.0,0.0,Pix
T078582,U02586,2025-04-07,Farmácia,Panvel,da Cruz - EI,137.84,1.58,5.82,147.0,Cartão de Crédito
T078583,U03430,2025-06-14,Roupas,C&A,Silveira - ME,121.69,1.92,6.01,192.0,Cartão de Crédito
T078584,U03644,2025-04-13,Eletrônicos,Americanas,Brito Nunes e Filhos,417.51,3.05,0.0,0.0,Pix
T078585,U01148,2025-06-05,Restaurantes,Rappi,Cassiano - EI,36.52,0.36,0.0,0.0,Boleto
T078586,U03634,2025-05-05,Restaurantes,Outback,Pereira Siqueira S.A.,33.07,0.47,1.22,61.0,Cartão de Crédito
T078587,U02119,2025-06-08,Supermercado,Pão de Açúcar,Macedo,285.34,4.48,4.15,199.0,Pix
T078588,U00700,2025-05-02,Streaming,Disney+,Disney+,35.19,0.22,0.0,0.0,Pix
T078589,U01265,2025-04-03,Restaurantes,Outback,Rocha Vargas Ltda.,129.0,2.51,0.0,0.0,Cartão de Crédito
T078590,U02216,2025-06-13,Restaurantes,Outback,Carvalho,114.8,0.71,2.8,167.0,Cartão de Débito
T078591,U02707,2025-04-14,Restaurantes,Outback,Brito,166.21,2.46,0.0,0.0,Pix
T078592,U04489,2025-06-11,Roupas,C&A,Cirino,227.13,4.45,4.79,419.0,Boleto
T078593,U00951,2025-04-18,Serviços Públicos,Gás,Gás,78.68,0.77,0.94,56.0,Cartão de Débito
T078594,U01922,2025-06-03,Farmácia,Drogasil,Aragão Fogaça - EI,30.28,0.35,0.0,0.0,Cartão de Crédito
T078595,U02459,2025-06-15,Streaming,Netflix,Netflix,28.69,0.15,1.28,50.0,Pix
T078596,U01563,2025-05-27,Telefonia,TIM,TIM,88.71,0.81,0.0,0.0,Cartão de Débito
T078597,U01069,2025-05-09,Serviços Públicos,Luz,Luz,133.84,0.9,0.0,0.0,Cartão de Débito
